brand,model_number,model_name,year,randomdata,model_search
Fendt,M8200 Narrow ROPS,4WD Tractor,2007,1154,M8200NarrowROPS
Caterpillar,260-1128,Cold Planer,2004,1169,260-1128
Dynapac,180T1987,Hydraulic Excavator,2017,1987,180T1987
Steyr,FARMALL 45A,4WD Tractor,2016,1729,FARMALL45A
Kobelco,CR6.80,4WD Tractor,2000,1075,CR6.80
John Deere,TJ751646,Crawler Tractor,2011,1646,TJ751646
Massey Ferguson,410K1452,Hydraulic Excavator,2012,1452,410K1452
Kobelco,437 HT SHL,Mobile Excavator,2015,1710,437HTSHL
Yanmar,797F1985,4WD Tractor,2011,1985,797F1985
Link-Belt,Quadrant 3200 RC,4WD Tractor,2008,1192,Quadrant3200RC
Case IH,FC1600C,Cultivator,2016,1640,FC1600C
John Deere,5630-48 50.6ft,4WD Tractor,2012,1399,5630-4850.6ft
Hesston,CC222CHF,Sprayer,2015,1810,CC222CHF
John Deere,M49001787,Baler,2010,1787,M49001787
Massey Ferguson,300T1287,Mini Excavator,2009,1287,300T1287
Zoomlion,ST33a1629,Mobile Excavator,2002,1629,ST33a1629
Welger,74341815,Hydraulic Excavator,2014,1815,74341815
Case IH,Alpine 65 STD,Wheel Loader,2011,1920,Alpine65STD
Vermeer,1105PD,Hydraulic Excavator,2019,1498,1105PD
Wil-Rich,430E/430E IT,Wheel Loader,2015,1262,430E430EIT
Komatsu,Vineyard 3300 V,Cultivator,2012,1073,Vineyard3300V
Dynapac,L180D1490,Forwarder,2016,1490,L180D1490
Landini,WA85-3,Crawler Tractor,2011,1262,WA85-3
Burch,A25C 4x4,Asphalt Paver,2016,1839,A25C4x4
John Deere,44941009,Hydraulic Excavator,2002,1009,44941009
Kobelco,544K Z-Bar,Wheel Loader,2019,1812,544KZ-Bar
Kubota,5431689,Utility Tractor,2013,1689,5431689
John Deere,A918 LITRONIC,4WD Tractor,2009,1300,A918LITRONIC
JCB,724K Z-Bar,Hydraulic Excavator,2010,1646,724KZ-Bar
Ezee-On,3520 HT P,Hydraulic Excavator,2001,1612,3520HTP
Hitachi,1844S1966,Mini Excavator,2006,1966,1844S1966
Washburn,280-1060,Baler,2004,1805,280-1060
Kubota,MT855B,Hydraulic Excavator,2016,1861,MT855B
Komatsu,426HT High Lift,MFWD Tractor,2012,1760,426HTHighLift
Fendt,CC1100C VI,Cultivator,2010,1206,CC1100CVI
Bourgault,CA121PD,4WD Tractor,2005,1896,CA121PD
Bomag,MAGNUM 220 WHEELED PS OR CVT,Hydraulic Excavator,2009,1814,MAGNUM220WHEELEDPSORCVT
Ford,1201022,Asphalt Paver,2009,1022,1201022
Washburn,47901115,Disc,2003,1115,47901115
Case IH,BW 177 D-50,Combine,2013,1828,BW177D-50
New Holland,EX165LC,Midi Excavator,2004,1453,EX165LC
John Deere,3518 HT,Mini Excavator,2017,1781,3518HT
Mecalac,LEXION® 460,4WD Tractor,2005,1284,LEXION®460
Komatsu,50ZIII,Wheel Loader,2006,1229,50ZIII
Sam,TN75SA,Wheel Loader,2015,1777,TN75SA
Case IH,MT3600B,2WD Tractor,2005,1467,MT3600B
RoGator,4CX Super,Hydraulic Excavator,2019,1007,4CXSuper
Valtra,SH200-2,Loader Backhoe,2017,1824,SH200-2
Volvo,95ZIV1107,Cultivator,2016,1107,95ZIV1107
John Deere,Trekker 95 M,Feller Buncher,2017,1353,Trekker95M
Terex,NH 640,Wheel Loader,2009,1448,NH640
Tigercat,4CX Super Sitemaster,Crawler Tractor,2005,1858,4CXSuperSitemaster
John Deere,A25 4x4,Vibratory Smooth Drum Roller,2019,1902,A254x4
ASV,PUMA 150,Wheel Loader,2014,1041,PUMA150
John Deere,TM2201007,4WD Tractor,2016,1007,TM2201007
Caterpillar,CA250D,Hydraulic Excavator,2010,1212,CA250D
Michigan,PUMA 230 CVT,Skid Steer Loader,2001,1586,PUMA230CVT
New Holland,HRB 252 D,Motor Grader,2015,1045,HRB252D
YTO,R950 TUNNEL LITRONIC,Pneumatic Roller,2006,1064,R950TUNNELLITRONIC
New Holland,75101936,Hydraulic Excavator,2011,1936,75101936
Kato,8810-48,Wheel Loader,2003,1431,8810-48
Caterpillar,Maxxum 125 PRO,Disc,2013,1563,Maxxum125PRO
Hyundai,E33C1172,Loader Backhoe,2010,1172,E33C1172
Kubota,ACTIVA 7245,Wheel Loader,2007,1497,ACTIVA7245
Caterpillar,YZD20A,Hydraulic Excavator,2016,1117,YZD20A
John Deere,9361858,Midi Excavator,2015,1858,9361858
Case,MC115D,Vibratory Smooth Drum Roller,2004,1495,MC115D
Case,R28i1572,Hydraulic Excavator,2014,1572,R28i1572
Dynapac,HL740TM-9,Hydraulic Excavator,2018,1470,HL740TM-9
Case IH,WA250-6,4WD Tractor,2001,1551,WA250-6
McCormick,H5i P1241,Skid Steer Loader,2009,1241,H5iP1241
John Deere,8751243,4WD Tractor,2019,1243,8751243
Kubota,T6020 Plus,Hydraulic Excavator,2006,1201,T6020Plus
Case IH,CR9601603,Cultivator,2011,1603,CR9601603
Fendt,759G1715,Crawler Loader,2010,1715,759G1715
John Deere,SD160DXTF,Baler,2016,1144,SD160DXTF
Massey Ferguson,DD9H1493,Vibratory Smooth Drum Roller,2017,1493,DD9H1493
Dynapac,RW3005,4WD Tractor,2006,1433,RW3005
New Holland,HR 5003 DR,Mobile Excavator,2015,1348,HR5003DR
Gehl,KX040-4HG,Hydraulic Excavator,2014,1022,KX040-4HG
Kubota,7400-46WR,Crawler Tractor,2004,1592,7400-46WR
Caterpillar,BW 206 AD-5 HF,Loader Backhoe,2010,1988,BW206AD-5HF
Case,70ZIV1050,Wheel Loader,2015,1050,70ZIV1050
Hitachi,2880 Deluxe,Hydraulic Excavator,2006,1349,2880Deluxe
Caterpillar,D6R XW Series II,Cultivator,2011,1952,D6RXWSeriesII
Komatsu,EC20BXTV,Disc,2015,1502,EC20BXTV
Case,407ZX1237,Vibratory Smooth Drum Roller,2009,1237,407ZX1237
Thomas,7921688,4WD Tractor,2012,1688,7921688
Komatsu,Magnum 305,MFWD Tractor,2007,1493,Magnum305
Burch,L1251972,Skid Steer Loader,2010,1972,L1251972
John Deere,B2301HSD,Crawler Tractor,2018,1518,B2301HSD
Caterpillar,972M1469,2WD Tractor,2005,1469,972M1469
John Deere,297D21772,4WD Tractor,2009,1772,297D21772
Caterpillar,L4400 Gear,4WD Tractor,2012,1594,L4400Gear
Massey Ferguson,TR861276,MFWD Tractor,2017,1276,TR861276
John Deere,THB2060,Disc,2014,1006,THB2060
Kubota,2601189,Crawler Tractor,2019,1189,2601189
Hitachi,PC220-1,Disc,2008,1165,PC220-1
Sumitomo,ZL602SC,Loader Backhoe,2007,1659,ZL602SC
Hamm,MF 425,Hydraulic Excavator,2004,1551,MF425
Volvo BM,MC951211,2WD Tractor,2002,1211,MC951211
Hitachi,DX140LC-5,Hydraulic Excavator,2014,1250,DX140LC-5
Case IH,D8R Series II WH,Crawler Tractor,2014,1795,D8RSeriesIIWH
John Deere,2800 Quantum,Hydraulic Excavator,2006,1962,2800Quantum
Komatsu,MG230-E,Wheel Loader,2002,1131,MG230-E
Dynapac,721C1929,Disc,2015,1929,721C1929
Komatsu,D31A-17,Disc,2003,1250,D31A-17
John Deere,MT5500,Cultivator,2012,1520,MT5500
Case,D8N1596,4WD Tractor,2005,1596,D8N1596
John Deere,8810-24,4WD Tractor,2012,1431,8810-24
Bomag,Ares 547,MFWD Tractor,2003,1526,Ares547
John Deere,ZX350LCK,Vibratory Smooth Drum Roller,2002,1799,ZX350LCK
Case IH,T40501682,Crawler Tractor,2004,1682,T40501682
Case,7300-27N,Hydraulic Excavator,2011,1453,7300-27N
Caterpillar,470G LC,Wheel Loader,2012,1756,470GLC
Caterpillar,MF 3425,2WD Tractor,2013,1051,MF3425
Caterpillar,CLG899,Mobile Excavator,2019,1830,CLG899
Liebherr,LSS218A,2WD Tractor,2011,1424,LSS218A
Case,CLG915C,Crawler Tractor,2013,1891,CLG915C
AGCO,DX340LC,Wheel Loader,2016,1982,DX340LC
Caterpillar,620C1558,Skid Steer Loader,2016,1558,620C1558
Terex,G-2 2432,Midi Excavator,2019,1751,G-22432
Case IH,826G1708,Skid Steer Loader,2011,1708,826G1708
John Deere,RW3005,Mini Excavator,2002,1320,RW3005
Bobcat,CK30-1,Disc,2012,1871,CK30-1
Liebherr,PR724 LGP,Hydraulic Excavator,2008,1350,PR724LGP
New Holland,321CLCR,2WD Tractor,2015,1673,321CLCR
John Deere,GENESIS® T8.380,Wheel Loader,2007,1843,GENESIS®T8.380
Kubota,M1501118,Crawler Tractor,2010,1118,M1501118
Caterpillar,ZL8C1906,Mini Excavator,2002,1906,ZL8C1906
Krause,ZL5001F,Wheel Loader,2003,1692,ZL5001F
Liebherr,C95 Max,Hydraulic Excavator,2019,1945,C95Max
Goldoni,803M1548,4WD Tractor,2014,1548,803M1548
JCB,LSS218PA,MFWD Tractor,2014,1523,LSS218PA
John Deere,EC220E,Hydraulic Excavator,2007,1323,EC220E
Komatsu,12701413,Air Drill,2019,1413,12701413
Challenger,KX033-4HGX,4WD Tractor,2014,1828,KX033-4HGX
Krause,311F L RR,Multi Terrain Loader,2011,1298,311FLRR
John Deere,L90C1029,Vibratory Smooth Drum Roller,2012,1029,L90C1029
Komatsu,A3111277,Asphalt Paver,2001,1277,A3111277
Hitachi,55451501,4WD Tractor,2000,1501,55451501
Caterpillar,390F L,Combine,2018,1245,390FL
Komatsu,730 EJ,Asphalt Paver,2000,1155,730EJ
Massey Ferguson,YZD20A,Vibratory Smooth Drum Roller,2005,1780,YZD20A
Case IH,9470R Scraper Special,MFWD Tractor,2012,1405,9470RScraperSpecial
Hardi,L350H1190,Wheel Loader,2018,1190,L350H1190
Caterpillar,D3G XL,Crawler Tractor,2017,1685,D3GXL
Hitachi,M108S1249,Mini Excavator,2011,1249,M108S1249
Liebherr,773G1073,Air Drill,2007,1073,773G1073
Massey Ferguson,81451851,Vibratory Compactor,2018,1851,81451851
Flaman,BW161AD4HF,Mobile Excavator,2007,1013,BW161AD4HF
ASV,MC135 Power6,Rock Truck,2015,1674,MC135Power6
Valtra,HRB 403 D,Crawler Tractor,2000,1202,HRB403D
New Holland,7400-18WR,Crawler Tractor,2015,1751,7400-18WR
Claas,74901535,4WD Tractor,2008,1535,74901535
Volvo,CB24B1170,4WD Tractor,2002,1170,CB24B1170
Sumitomo,LX4900,Wheel Loader,2000,1351,LX4900
Caterpillar,EF235H,Baler,2003,1454,EF235H
Case,MF 5470,Forwarder,2019,1473,MF5470
New Holland,Quadrant 2200 R,Mini Excavator,2012,1556,Quadrant2200R
John Deere,9400-4 36-38,Mini Excavator,2017,1948,9400-436-38
Caterpillar,E235SRNLC,Hydraulic Excavator,2012,1235,E235SRNLC
Fendt,A25C 4X4,4WD Tractor,2000,1552,A25C4X4
Mecalac,988H Millyard Arrangement,Elevating Motor Scraper,2003,1410,988HMillyardArrangement
Case IH,DFH-300,4WD Tractor,2011,1796,DFH-300
Kubota,9412-10,Hydraulic Excavator,2019,1793,9412-10
Ezee-On,444J  High Lift,Hydraulic Excavator,2018,1676,444JHighLift
Case IH,5115M1027,Disc,2011,1027,5115M1027
Caterpillar,DX140LC-5,Hydraulic Excavator,2017,1061,DX140LC-5
Hyundai,Star 100 Quadrifoglio High,Hydraulic Excavator,2019,1350,Star100QuadrifoglioHigh
Iseki,TB110 All-Purpose,Asphalt Paver,2003,1526,TB110All-Purpose
Kato,D11N1589,Wheel Loader,2016,1589,D11N1589
Massey Ferguson,5445 Tier III,Hydraulic Excavator,2010,1911,5445TierIII
Kubota,LK30(TLB),Vibratory Compactor,2009,1187,LK30TLB
Terex,RP 302 Classic,Hydraulic Excavator,2014,1537,RP302Classic
Terex,550K1420,Loader Backhoe,2010,1420,550K1420
John Deere,750J1579,Hydraulic Excavator,2009,1579,750J1579
Krause,CK30 HST,4WD Tractor,2013,1136,CK30HST
Caterpillar,F1000W,Articulated Dump Truck,2006,1748,F1000W
Hamm,5681534,Hydraulic Excavator,2005,1534,5681534
Caterpillar,EH6001060,4WD Tractor,2009,1060,EH6001060
Volvo,424D1978,Crawler Tractor,2007,1978,424D1978
Caterpillar,CX1601569,Hydraulic Excavator,2018,1569,CX1601569
Hitachi,TL801046,Mini Excavator,2018,1046,TL801046
John Deere,D65P-7,Hydraulic Excavator,2006,1876,D65P-7
New Holland,GT75A1906,Mini Excavator,2003,1906,GT75A1906
McCormick,ME 12002,4WD Tractor,2019,1673,ME12002
Case IH,465 Series III,Skid Steer Loader,2001,1626,465SeriesIII
Kobelco,160-1124,Rock Truck,2005,1863,160-1124
Dynapac,544J Waste Handler,MFWD Tractor,2015,1406,544JWasteHandler
John Deere,5521898,Baler,2016,1898,5521898
Caterpillar,CA6500D,Hydraulic Excavator,2007,1058,CA6500D
Caterpillar,MAGNUM 280 WHEELED,Hydraulic Excavator,2001,1017,MAGNUM280WHEELED
Case IH,TK80A1315,Loader Backhoe,2015,1315,TK80A1315
Kubota,648H1773,Crawler Pipe Layer,2013,1773,648H1773
LeTourneau,SH350HD-5,Air Drill,2004,1977,SH350HD-5
Liebherr,550H WT,Hydraulic Excavator,2002,1419,550HWT
Kioti,220-2224,Crawler Tractor,2011,1034,220-2224
Massey Ferguson,770D1263,Vibratory Smooth Drum Roller,2015,1263,770D1263
Case,MX4800HSTRC,Skid Steer Loader,2008,1768,MX4800HSTRC
Kawasaki,R904C1880,Baler,2005,1880,R904C1880
Kubota,8621515,4WD Tractor,2017,1515,8621515
Svedala Demag,D5C Series III,Articulated Dump Truck,2010,1184,D5CSeriesIII
Volvo,206 S1109,Wheel Loader,2003,1109,206S1109
Claas,MF 465,Wheel Loader,2002,1216,MF465
Caterpillar,407B1507,Sprayer,2015,1507,407B1507
Hyundai,T40301429,Wheel Loader,2017,1429,T40301429
Claas,H11i1876,Disc,2003,1876,H11i1876
Caterpillar,F15B-5822,4WD Tractor,2012,1182,F15B-5822
Liebherr,MRB0850,Hydraulic Excavator,2007,1230,MRB0850
Case,D301053,Asphalt Paver,2003,1053,D301053
Case IH,M108SDSC,MFWD Tractor,2018,1741,M108SDSC
RoGator,M318D1930,MFWD Tractor,2001,1930,M318D1930
Dynapac,SH120-2,Hydraulic Excavator,2010,1317,SH120-2
Hitachi,74441615,Multi Terrain Loader,2014,1615,74441615
Challenger,R170W-7,Crawler Loader,2006,1794,R170W-7
Caterpillar,MT3300,4WD Tractor,2004,1890,MT3300
Hitachi,SV2501326,Motor Grader,2010,1326,SV2501326
John Deere,1726E1519,Hydraulic Excavator,2015,1519,1726E1519
Dressta,W20C1393,Skidder,2015,1393,W20C1393
New Holland,330C LC,Hydraulic Excavator,2018,1129,330CLC
Komatsu,7611006,Air Drill,2003,1006,7611006
Caterpillar,PR776 LITRONIC,Midi Excavator,2006,1023,PR776LITRONIC
Dynapac,CB-224E,Hydraulic Excavator,2007,1507,CB-224E
Komatsu,SD2500C,Wheel Loader,2007,1109,SD2500C
Salford,MG6221174,Mobile Excavator,2005,1174,MG6221174
Kubota,65371925,Static Smooth Drum Roller,2012,1925,65371925
Kioti,235-1132,4WD Tractor,2015,1343,235-1132
Komatsu,FARMALL 110U,Wheel Loader,2015,1296,FARMALL110U
Landini,7230 OOS Tractor,Log Loader,2019,1655,7230OOSTractor
New Holland,AP255E,Hydraulic Excavator,2017,1697,AP255E
Case IH,TS1101423,MFWD Tractor,2008,1423,TS1101423
Claas,S160WV,Disc,2005,1777,S160WV
Case,50E1172,4WD Tractor,2006,1172,50E1172
Link-Belt,5083E Limited,Vibratory Smooth Drum Roller,2007,1061,5083ELimited
Landini,D37E-5,Asphalt Paver,2003,1589,D37E-5
John Deere,3381172,Cultivator,2008,1172,3381172
Zettelmeyer,ML481083,Mini Excavator,2010,1083,ML481083
John Deere,MF 410,Midi Excavator,2014,1296,MF410
Massey Ferguson,ZX450HLC,MFWD Tractor,2011,1687,ZX450HLC
John Deere,73201204,Midi Excavator,2011,1204,73201204
Case IH,Magnum 190,Baler,2002,1022,Magnum190
AMCO,D61EX-23,Wheel Loader,2016,1110,D61EX-23
New Holland,ZX160LC,Articulated Dump Truck,2000,1614,ZX160LC
Case,7300-27NR,Hydraulic Excavator,2007,1849,7300-27NR
John Deere,LK30(TLB),Combine,2001,1451,LK30TLB
Krause,JS190LC,Hydraulic Excavator,2012,1433,JS190LC
Caterpillar,12631393,Hydraulic Excavator,2001,1393,12631393
Bomag,BW124PDH-3 w/ blade,Hydraulic Excavator,2018,1079,BW124PDH-3wblade
Bitelli,F-41 2422,Rock Truck,2004,1620,F-412422
Hesston,MF 5425,4WD Tractor,2012,1289,MF5425
Case,573C1643,Forwarder,2002,1643,573C1643
New Holland,BR6090,Wheel Loader,2002,1219,BR6090
Daedong,HD14 VO,Cultivator,2005,1901,HD14VO
Case IH,NS161177,Hydraulic Excavator,2000,1177,NS161177
Komatsu,IMT 549,Skidder,2006,1457,IMT549
John Deere,HD PLUS 90i PH VO-S,Sprayer,2010,1823,HDPLUS90iPHVO-S
Caterpillar,208 PA,Wheel Loader,2004,1077,208PA
Challenger,L70H1961,Wheel Loader,2009,1961,L70H1961
Hamm,325C LCR,Combine,2011,1583,325CLCR
Burch,20261510,Combine,2005,1510,20261510
Caterpillar,220C1621,Crawler Tractor,2017,1621,220C1621
John Deere,CR8.90,Skid Steer Loader,2011,1680,CR8.90
Burch,56091347,4WD Tractor,2013,1347,56091347
Massey Ferguson,6701240,Multi Terrain Loader,2001,1240,6701240
Kubota,ZX350LC-5N,Vibratory Smooth Drum Roller,2016,1048,ZX350LC-5N
Top Air,6330 Cab Tractor,2WD Tractor,2006,1753,6330CabTractor
New Holland,DL4001645,Motor Grader,2016,1645,DL4001645
John Deere,744J Waste Handler,Hydraulic Excavator,2019,1303,744JWasteHandler
Komatsu,Boomer™ Deluxe CVT 50D*,4WD Tractor,2006,1923,Boomer™DeluxeCVT50D*
John Deere,D53P-17,Hydraulic Excavator,2007,1430,D53P-17
Dressta,892D LC Long Front,Cultivator,2017,1537,892DLCLongFront
John Deere,TD14M LT,2WD Tractor,2015,1483,TD14MLT
Caterpillar,330C L,Combine,2003,1285,330CL
Hyundai,456HT1584,Skid Steer Loader,2003,1584,456HT1584
Komatsu,MC135D,Air Drill,2001,1555,MC135D
Flaman,644K HYBRID,4WD Tractor,2001,1338,644KHYBRID
John Deere,D300E1334,Vibratory Smooth Drum Roller,2007,1334,D300E1334
Landini,4851891,Cold Planer,2010,1891,4851891
McCormick,T7.230 Classic,4WD Tractor,2011,1821,T7.230Classic
New Holland,PC600LC-6,4WD Tractor,2012,1803,PC600LC-6
Caterpillar,Landpower 135 TDI,Midi Excavator,2018,1879,Landpower135TDI
Case IH,814F Series 2,Vibratory Smooth Drum Roller,2010,1219,814FSeries2
Caterpillar,PC95-1,4WD Tractor,2003,1091,PC95-1
Case IH,435C1989,Multi Terrain Loader,2009,1989,435C1989
Case,5455 Tier III,Asphalt Paver,2007,1129,5455TierIII
Caterpillar,J-44 4424,Hydraulic Excavator,1999,1430,J-444424
Case IH,5111566,Crawler Tractor,2013,1566,5111566
Caterpillar,D4H Series II,Loader Backhoe,2012,1270,D4HSeriesII
Komatsu,1901111,Baler,2016,1111,1901111
Komatsu,J-42 4024,Mini Excavator,2019,1569,J-424024
Case,Axial-Flow 2588,Disc,2001,1607,Axial-Flow2588
Caterpillar,MC120 Power6,Vibratory Smooth Drum Roller,2015,1898,MC120Power6
Liebherr,HD1250VIILC,Crawler Tractor,2007,1357,HD1250VIILC
Vibromax,Rollant 350 RC,4WD Tractor,2015,1555,Rollant350RC
Ingersoll Rand,A3111212,Wheel Loader,2012,1212,A3111212
Terex,CP663E,Hydraulic Excavator,2006,1428,CP663E
Burch,JS130W,Hydraulic Excavator,2000,1632,JS130W
John Deere,325T1340,Wheel Loader,2005,1340,325T1340
Nagano,EC251307,Hydraulic Excavator,2011,1307,EC251307
John Deere,Farmall 65C STRADDLE,2WD Tractor,2014,1905,Farmall65CSTRADDLE
Kubota,Magnum 190,Baler,2000,1421,Magnum190
Caterpillar,NS251768,4WD Tractor,2006,1768,NS251768
John Deere,MF 2435 ST,Vibratory Smooth Drum Roller,2007,1284,MF2435ST
Caterpillar,PT601665,Multi Terrain Loader,2002,1665,PT601665
Case IH,C85 Max,Mini Excavator,2012,1333,C85Max
Volvo,SK210D-9 CAR DEMO,Wheel Loader,2015,1508,SK210D-9CARDEMO
JCB,LBX432 Standard,Disc,2017,1970,LBX432Standard
Valtra,5630-32 33.6ft,Vibratory Smooth Drum Roller,2012,1641,5630-3233.6ft
Degelman,3518 HT,Crawler Tractor,2000,1249,3518HT
Buhler Versatile,326F L,Harvester,2001,1685,326FL
Case,10801708,Sprayer,2016,1708,10801708
Zoomlion,26001258,Loader Backhoe,2009,1258,26001258
Case IH,EC351543,Wheel Loader,2001,1543,EC351543
Dynapac,CLG862,Asphalt Paver,2012,1325,CLG862
Case IH,CX3301151,Hydraulic Excavator,2015,1151,CX3301151
Caterpillar,Mega 360,Motor Grader,2016,1909,Mega360
Kawasaki,PS150B,Vibratory Smooth Drum Roller,2000,1196,PS150B
Caterpillar,5630-21 22.6ft,Wheel Loader,2002,1048,5630-2122.6ft
New Holland,PC7000-6,Mini Excavator,2017,1228,PC7000-6
Marini,T7.270,Hydraulic Excavator,2015,1842,T7.270
Wacker Neuson,l90g1820,2WD Tractor,2013,1820,l90g1820
John Deere,12541056,Cultivator,2003,1056,12541056
New Holland,PM565B,Mini Excavator,2014,1052,PM565B
Kubota,317B L,Wheel Loader,2005,1735,317BL
Volvo,AP650B,Vibratory Compactor,2007,1383,AP650B
Terex,CR4521247,Utility Tractor,2002,1247,CR4521247
John Deere,EB14.4,Skidder,2010,1614,EB14.4
Kuhn,FARMALL 70A,4WD Tractor,2012,1043,FARMALL70A
Liebherr,WA470-6,Sprayer,2005,1120,WA470-6
John Deere,60ZIV-2,Midi Excavator,2011,1703,60ZIV-2
Komatsu,MF 4445,Wheel Loader,2003,1771,MF4445
Kato,Classic T131,4WD Tractor,2019,1865,ClassicT131
Case IH,HD PLUS 90i PH VV-S,4WD Tractor,2000,1133,HDPLUS90iPHVV-S
Kubota,TN95DA,Integrated Tool Carrier,2019,1131,TN95DA
Ingersoll Rand,973K1460,Shovel,2018,1460,973K1460
Zettelmeyer,16 QX2 39-45,4WD Tractor,2010,1617,16QX239-45
Ingersoll Rand,4091453,Skid Steer Loader,2012,1453,4091453
Burch,44901484,Vibratory Compactor,2010,1484,44901484
Mecalac,7400-27WR,Vibratory Compactor,2010,1708,7400-27WR
Caterpillar,TB120 High Clearance,Crawler Tractor,2003,1656,TB120HighClearance
Caterpillar,840II1687,Disc,2016,1687,840II1687
Bitelli,PUMA 145 CVT,Wheel Loader,2011,1155,PUMA145CVT
Hardi,ATX700 70ft,Wheel Loader,2003,1842,ATX70070ft
Valtra,26001617,Wheel Loader,2004,1617,26001617
Case IH,94301844,Crawler Tractor,2004,1844,94301844
Caterpillar,250 Series II,Swather,2006,1986,250SeriesII
AGCO,CC3300,Mini Excavator,2006,1790,CC3300
JCB,AX50U-4LA,Wheel Dozer,2012,1175,AX50U-4LA
Caterpillar,986K Block Handler Arrangement,4WD Tractor,2011,1117,986KBlockHandlerArrangement
New Holland,4995-36WR,4WD Tractor,2018,1621,4995-36WR
Liebherr,FARMALL 50A,Mini Excavator,2011,1370,FARMALL50A
Tong Yang Moolsan,318F L,Hydraulic Excavator,2018,1128,318FL
John Deere,ZX870R-3,Motor Grader,2002,1571,ZX870R-3
John Deere,621K1967,Combine,2010,1967,621K1967
John Deere,H255S1039,Mini Excavator,2018,1039,H255S1039
Caterpillar,Commander 6600 FORCE,Harvester,2005,1148,Commander6600FORCE
Kobelco,TC181579,Wheel Loader,2002,1579,TC181579
Gehl,8200-38WQF,Wheel Loader,2008,1003,8200-38WQF
Volvo,HD90.4,Combine,2012,1425,HD90.4
Terex,DT200a,Hydraulic Excavator,2019,1645,DT200a
Wil-Rich,3032E1831,Disc,2013,1831,3032E1831
Versatile,336F L,Cultivator,2002,1064,336FL
Kubota,K9-3 Kohler,Hydraulic Excavator,2005,1532,K9-3Kohler
Komatsu,WA470-5H,Multi Terrain Loader,2000,1620,WA470-5H
Massey Ferguson,EC210C,2WD Tractor,2018,1799,EC210C
Massey Ferguson,ZX180LC-6,Hydraulic Excavator,2008,1374,ZX180LC-6
Tong Yang Moolsan,BB950A Standard,Baler,2010,1050,BB950AStandard
Valtra,HiTech N91,Motor Grader,2001,1209,HiTechN91
Dressta,962K1169,Loader Backhoe,2014,1169,962K1169
Landini,MT535B 2WD,Hydraulic Excavator,2006,1680,MT535B2WD
Fendt,TA 1200 90ft,Crawler Loader,2006,1569,TA120090ft
Burch,TXL300-1,Vibratory Compactor,2019,1840,TXL300-1
Caterpillar,644J Waste Handler,Loader Backhoe,2005,1142,644JWasteHandler
Hitachi,R40451177,Hydraulic Excavator,2003,1177,R40451177
Kubota,T5901585,Midi Excavator,2015,1585,T5901585
Ingersoll Rand,WA900-3 Tier 2,4WD Tractor,2017,1041,WA900-3Tier2
New Holland,9020B1893,4WD Tractor,2018,1893,9020B1893
Doosan,MAGNUM 380 WHEELED,Crawler Tractor,2011,1143,MAGNUM380WHEELED
Burch,LB341580,Skid Steer Loader,2015,1580,LB341580
Bomag,15281334,4WD Tractor,2002,1334,15281334
Burch,MF 6465,4WD Tractor,2012,1796,MF6465
Case,CD44B - Split Drum,Disc,2019,1753,CD44B-SplitDrum
Iseki,D51EX22,Cultivator,2010,1279,D51EX22
Massey Ferguson,ASC90HDPD,Vibratory Smooth Drum Roller,2002,1431,ASC90HDPD
Massey Ferguson,W130B1785,4WD Tractor,2012,1785,W130B1785
Hidromek,SVL75-2W,Hydraulic Excavator,2004,1852,SVL75-2W
New Holland,EC210BLC,4WD Tractor,2018,1506,EC210BLC
Dynapac,RT120a,Skid Steer Loader,2005,1370,RT120a
Liebherr,P2060 AIR DRILL,Wheel Loader,2002,1452,P2060AIRDRILL
Kato,550H LT,Vibratory Smooth Drum Roller,2007,1590,550HLT
John Deere,8370R1972,Articulated Dump Truck,2002,1972,8370R1972
Fendt,Classic T161,Crawler Tractor,2015,1305,ClassicT161
New Holland,775G1904,2WD Tractor,2005,1904,775G1904
Caterpillar,VF5.23D,Sprayer,2001,1856,VF5.23D
Volvo,2500 i TWIN FORCE,Baler,2008,1062,2500iTWINFORCE
Caterpillar,Ares 547,Cultivator,2000,1541,Ares547
Caterpillar,ECR145CL,4WD Tractor,2004,1107,ECR145CL
Caterpillar,JS260LC,Wheel Loader,2002,1268,JS260LC
Bomag,L5460HSTRC,Harvester,2004,1414,L5460HSTRC
Hitachi,LM6411264,Log Loader,2019,1264,LM6411264
Case,74341895,Wheel Loader,2014,1895,74341895
Hamm,9105 MT,MFWD Tractor,2012,1407,9105MT
Caterpillar,D3K2 Tier 4 Final,Skid Steer Loader,2015,1753,D3K2Tier4Final
Iseki,590 Super N,Wheel Loader,2019,1734,590SuperN
Hitachi,365C1738,Disc,2011,1738,365C1738
Caterpillar,CX8090,Mini Excavator,2013,1309,CX8090
John Deere,TXL200-2,Combine,2014,1846,TXL200-2
Terex,R92001950,Baler,2018,1950,R92001950
Terex,5411065,Swather,2017,1065,5411065
Kubota,PC400-6 EXCEL,Vibratory Smooth Drum Roller,2004,1782,PC400-6EXCEL
Goldoni,PC60-7,Sprayer,2017,1336,PC60-7
Kawasaki,MTX150,Asphalt Paver,2010,1764,MTX150
Case IH,7720 140 PTO hp,Midi Excavator,2008,1920,7720140PTOhp
Komatsu,CA402D,Crawler Loader,2015,1734,CA402D
Kubota,700J LGP,Wheel Loader,2018,1896,700JLGP
Komatsu,D301353,Air Drill,2004,1353,D301353
